Work Order Number,"Work Order: Type
Name","Work Order:
Street
Number","Work
Order:
Street
Direction","Work Order:
Street Name","Work
Order:
Street Type",Ward,"Work
Order:
Created
Time Value","Work
Order:
Completed
Time Value",Status,Work Order: Description
20-03522262,"Tree Planting -
Green Streets",3031,W,MADISON,ST,28,2:01 PM,3:22 PM,Closed,
20-03522271,"Tree Planting -
Green Streets",3014,W,MADISON,ST,27,2:02 PM,3:15 PM,Closed,
20-03522274,"Tree Planting -
Green Streets",3011,W,MADISON,ST,28,2:03 PM,3:37 PM,Closed,
20-03522279,"Tree Planting -
Green Streets",2942,W,MADISON,ST,27,2:04 PM,2:44 PM,Closed,
20-03522286,"Tree Planting -
Green Streets",2929,W,MADISON,ST,27,2:05 PM,2:43 PM,Closed,
20-03522290,"Tree Planting -
Green Streets",2906,W,MADISON,ST,27,2:05 PM,2:38 PM,Closed,
20-03522292,"Tree Planting -
Green Streets",2912,W,MADISON,ST,27,2:06 PM,2:40 PM,Closed,
20-03522293,"Tree Planting -
Green Streets",2916,W,MADISON,ST,27,2:07 PM,2:41 PM,Closed,
20-03522294,"Tree Planting -
Green Streets",2840,W,MADISON,ST,27,2:07 PM,2:36 PM,Closed,
20-03522299,"Tree Planting -
Green Streets",2824,W,MADISON,ST,27,2:08 PM,2:32 PM,Closed,
20-03522305,"Tree Planting -
Green Streets",2756,W,MADISON,ST,27,2:09 PM,2:26 PM,Closed,
20-03522306,"Tree Planting -
Green Streets",2700,W,MADISON,ST,27,2:10 PM,3:46 PM,Closed,
20-03522310,"Tree Planting -
Green Streets",2713,W,MADISON,ST,27,2:11 PM,3:47 PM,Closed,
20-03522315,"Tree Planting -
Green Streets",2726,W,MADISON,ST,27,2:11 PM,3:51 PM,Closed,
20-03522322,"Tree Planting -
Green Streets",2736,W,MADISON,ST,27,2:13 PM,2:22 PM,Closed,
20-03522324,"Tree Planting -
Green Streets",2550,W,MADISON,ST,27,2:14 PM,3:07 PM,Closed,
20-03522328,"Tree Planting -
Green Streets",2436,W,MADISON,ST,27,2:15 PM,3:06 PM,Closed,
20-03522333,"Tree Planting -
Green Streets",2340,W,MADISON,ST,27,2:15 PM,3:05 PM,Closed,
20-03522335,"Tree Planting -
Green Streets",2315,W,MADISON,ST,27,2:16 PM,3:04 PM,Closed,
20-03522337,"Tree Planting -
Green Streets",2241,W,MADISON,ST,27,2:17 PM,3:02 PM,Closed,
20-03522341,"Tree Planting -
Green Streets",2206,W,MADISON,ST,27,2:17 PM,3:01 PM,Closed,
20-03522345,"Tree Planting -
Green Streets",2136,W,MADISON,ST,27,2:18 PM,3:00 PM,Closed,
20-03522352,"Tree Planting -
Green Streets",2135,W,MADISON,ST,27,2:19 PM,2:58 PM,Closed,
20-03522355,"Tree Planting -
Green Streets",2057,W,MADISON,ST,27,2:20 PM,2:56 PM,Closed,
20-03522358,"Tree Planting -
Green Streets",1958,W,MADISON,ST,27,2:20 PM,2:54 PM,Closed,
20-03522362,"Tree Planting -
Green Streets",1906,W,MADISON,ST,27,2:21 PM,2:53 PM,Closed,
20-03522370,"Tree Planting -
Green Streets",1812,W,MADISON,ST,27,2:22 PM,2:51 PM,Closed,
20-03522375,"Tree Planting -
Green Streets",1622,W,MADISON,ST,27,2:22 PM,2:49 PM,Closed,
20-03522377,"Tree Planting -
Green Streets",1619,W,MADISON,ST,27,2:23 PM,2:47 PM,Closed,
20-03522384,"Tree Planting -
Green Streets",2142,W,JACKSON,BLVD,27,2:24 PM,2:32 PM,Closed,
20-03522388,"Tree Planting -
Green Streets",2401,W,JACKSON,BLVD,27,2:24 PM,2:34 PM,Closed,
20-03522392,"Tree Planting -
Green Streets",2419,W,JACKSON,BLVD,27,2:25 PM,2:36 PM,Closed,
20-03522394,"Tree Planting -
Green Streets",2423,W,JACKSON,BLVD,27,2:26 PM,2:38 PM,Closed,
20-03522399,"Tree Planting -
Green Streets",2749,W,JACKSON,BLVD,27,2:26 PM,2:48 PM,Closed,
20-03522400,"Tree Planting -
Green Streets",2630,W,JACKSON,BLVD,28,2:27 PM,2:45 PM,Closed,
20-03522403,"Tree Planting -
Green Streets",2654,W,JACKSON,BLVD,28,2:28 PM,2:46 PM,Closed,
20-03522407,"Tree Planting -
Green Streets",2722,W,JACKSON,BLVD,27,2:28 PM,2:40 PM,Closed,
20-03522428,"Tree Planting -
Green Streets",2744,W,JACKSON,BLVD,27,2:29 PM,2:45 PM,Closed,
20-03522434,"Tree Planting -
Green Streets",2731,W,JACKSON,BLVD,27,2:30 PM,2:43 PM,Closed,
20-03522436,"Tree Planting -
Green Streets",2858,W,JACKSON,BLVD,27,2:31 PM,2:51 PM,Closed,
20-03522442,"Tree Planting -
Green Streets",3045,W,JACKSON,BLVD,28,2:31 PM,3:38 PM,Closed,
20-03522444,"Tree Planting -
Green Streets",3134,W,JACKSON,BLVD,28,2:32 PM,3:40 PM,Closed,
20-03522453,"Tree Planting -
Green Streets",3201,W,JACKSON,BLVD,28,2:33 PM,4:02 PM,Closed,
20-03522460,"Tree Planting -
Green Streets",3356,W,JACKSON,BLVD,28,2:34 PM,3:45 PM,Closed,
20-03522484,"Tree Planting -
Green Streets",3410,W,JACKSON,BLVD,28,2:38 PM,3:23 PM,Closed,
20-03522491,"Tree Planting -
Green Streets",3440,W,JACKSON,BLVD,28,2:39 PM,3:31 PM,Closed,
20-03522508,"Tree Planting -
Green Streets",3443,W,JACKSON,BLVD,28,2:41 PM,3:35 PM,Closed,
20-03522523,"Tree Planting -
Green Streets",3447,W,JACKSON,BLVD,28,2:43 PM,3:43 PM,Closed,
20-03522535,"Tree Planting -
Green Streets",3840,W,JACKSON,BLVD,28,2:45 PM,3:43 PM,Closed,
20-03522540,"Tree Planting -
Green Streets",3845,W,JACKSON,BLVD,28,2:45 PM,3:44 PM,Closed,
20-03522546,"Tree Planting -
Green Streets",3920,W,JACKSON,BLVD,28,2:46 PM,3:02 PM,Closed,
20-03522550,"Tree Planting -
Green Streets",3931,W,JACKSON,BLVD,28,2:47 PM,3:18 PM,Closed,
20-03522555,"Tree Planting -
Green Streets",3941,W,JACKSON,BLVD,28,2:47 PM,3:50 PM,Closed,
20-03522561,"Tree Planting -
Green Streets",3948,W,JACKSON,BLVD,28,2:48 PM,3:54 PM,Closed,
20-03522565,"Tree Planting -
Green Streets",4011,W,JACKSON,BLVD,28,2:49 PM,3:19 PM,Closed,
20-03522566,"Tree Planting -
Green Streets",4031,W,JACKSON,BLVD,28,2:50 PM,3:24 PM,Closed,
20-03522569,"Tree Planting -
Green Streets",4022,W,JACKSON,BLVD,28,2:50 PM,3:21 PM,Closed,
20-03522575,"Tree Planting -
Green Streets",4040,W,JACKSON,BLVD,28,2:51 PM,3:26 PM,Closed,
20-03522580,"Tree Planting -
Green Streets",4048,W,JACKSON,BLVD,28,2:52 PM,3:34 PM,Closed,
20-03522581,"Tree Planting -
Green Streets",4045,W,JACKSON,BLVD,28,2:52 PM,3:32 PM,Closed,
20-03522584,"Tree Planting -
Green Streets",4130,W,JACKSON,BLVD,28,2:53 PM,2:50 PM,Closed,
20-03522586,"Tree Planting -
Green Streets",4135,W,JACKSON,BLVD,28,2:54 PM,3:04 PM,Closed,
20-03522603,"Tree Planting -
Green Streets",4145,W,JACKSON,BLVD,28,2:55 PM,3:06 PM,Closed,
20-03522606,"Tree Planting -
Green Streets",4210,W,JACKSON,BLVD,28,2:56 PM,3:12 PM,Closed,
20-03522608,"Tree Planting -
Green Streets",4220,W,JACKSON,BLVD,28,2:56 PM,3:13 PM,Closed,
20-03522615,"Tree Planting -
Green Streets",4223,W,JACKSON,BLVD,28,2:57 PM,3:15 PM,Closed,
20-03522617,"Tree Planting -
Green Streets",4233,W,JACKSON,BLVD,28,2:58 PM,3:20 PM,Closed,
20-03522619,"Tree Planting -
Green Streets",4240,W,JACKSON,BLVD,28,2:58 PM,3:22 PM,Closed,
20-03522633,"Tree Planting -
Green Streets",4252,W,JACKSON,BLVD,28,3:00 PM,3:38 PM,Closed,
20-03522642,"Tree Planting -
Green Streets",4256,W,JACKSON,BLVD,28,3:01 PM,3:17 PM,Closed,
20-03522648,"Tree Planting -
Green Streets",4301,W,JACKSON,BLVD,28,3:02 PM,3:19 PM,Closed,
20-03522663,"Tree Planting -
Green Streets",4324,W,JACKSON,BLVD,28,3:04 PM,3:41 PM,Closed,
20-03522667,"Tree Planting -
Green Streets",4328,W,JACKSON,BLVD,28,3:05 PM,3:42 PM,Closed,
20-03522670,"Tree Planting -
Green Streets",4335,W,JACKSON,BLVD,28,3:05 PM,3:24 PM,Closed,
20-03522671,"Tree Planting -
Green Streets",4401,W,JACKSON,BLVD,28,3:06 PM,3:44 PM,Closed,
20-03522677,"Tree Planting -
Green Streets",4443,W,JACKSON,BLVD,28,3:07 PM,3:46 PM,Closed,
20-03522678,"Tree Planting -
Green Streets",4440,W,JACKSON,BLVD,28,3:08 PM,3:31 PM,Closed,
20-03522686,"Tree Planting -
Green Streets",4450,W,JACKSON,BLVD,28,3:10 PM,3:47 PM,Closed,
20-03522689,"Tree Planting -
Green Streets",4527,W,JACKSON,BLVD,28,3:10 PM,3:48 PM,Closed,
20-03522693,"Tree Planting -
Green Streets",4823,W,JACKSON,BLVD,29,3:11 PM,3:14 PM,Closed,
20-03522698,"Tree Planting -
Green Streets",5342,W,JACKSON,BLVD,29,3:12 PM,3:50 PM,Closed,
20-03522705,"Tree Planting -
Green Streets",5347,W,JACKSON,BLVD,29,3:13 PM,3:51 PM,Closed,
20-03522708,"Tree Planting -
Green Streets",5414,W,JACKSON,BLVD,29,3:13 PM,3:11 PM,Closed,
20-03525522,"Tree Planting -
Green Streets",4144,S,PULASKI,RD,14,1:16 PM,10:11 AM,Closed,
20-03525529,"Tree Planting -
Green Streets",4201,S,PULASKI,RD,14,1:17 PM,3:43 PM,Closed,
20-03525534,"Tree Planting -
Green Streets",4222,S,PULASKI,RD,14,1:18 PM,3:53 PM,Closed,
20-03525544,"Tree Planting -
Green Streets",4308,S,PULASKI,RD,14,1:19 PM,9:01 AM,Closed,
20-03525547,"Tree Planting -
Green Streets",4314,S,PULASKI,RD,14,1:20 PM,9:00 AM,Closed,
20-03525551,"Tree Planting -
Green Streets",4324,S,PULASKI,RD,14,1:21 PM,3:17 PM,Closed,
20-03525557,"Tree Planting -
Green Streets",4327,S,PULASKI,RD,14,1:22 PM,9:02 AM,Closed,
20-03525565,"Tree Planting -
Green Streets",4331,S,PULASKI,RD,14,1:23 PM,9:01 AM,Closed,
20-03525568,"Tree Planting -
Green Streets",4334,S,PULASKI,RD,14,1:24 PM,9:03 AM,Closed,
20-03525575,"Tree Planting -
Green Streets",4338,S,PULASKI,RD,14,1:26 PM,9:03 AM,Closed,
20-03525579,"Tree Planting -
Green Streets",4343,S,PULASKI,RD,14,1:26 PM,4:06 PM,Closed,
20-03525580,"Tree Planting -
Green Streets",4350,S,PULASKI,RD,14,1:27 PM,4:14 PM,Closed,
20-03525586,"Tree Planting -
Green Streets",4410,S,PULASKI,RD,14,1:28 PM,12:13 PM,Closed,
20-03525592,"Tree Planting -
Green Streets",4416,S,PULASKI,RD,14,1:29 PM,12:16 PM,Closed,
20-03525597,"Tree Planting -
Green Streets",4426,S,PULASKI,RD,14,1:29 PM,12:18 PM,Closed,
20-03525601,"Tree Planting -
Green Streets",4440,S,PULASKI,RD,14,1:30 PM,12:20 PM,Closed,
20-03525657,"Tree Planting -
Green Streets",4448,S,PULASKI,RD,14,1:30 PM,12:22 PM,Closed,
20-03525859,"Tree Planting -
Green Streets",4509,S,PULASKI,RD,14,2:06 PM,12:24 PM,Closed,
20-03525862,"Tree Planting -
Green Streets",4702,S,PULASKI,RD,14,2:06 PM,2:05 PM,Closed,
20-03525864,"Tree Planting -
Green Streets",4724,S,PULASKI,RD,14,2:07 PM,2:06 PM,Closed,
20-03525867,"Tree Planting -
Green Streets",4758,S,PULASKI,RD,14,2:07 PM,2:07 PM,Closed,
20-03525872,"Tree Planting -
Green Streets",4813,S,PULASKI,RD,14,2:08 PM,2:10 PM,Closed,
20-03525873,"Tree Planting -
Green Streets",4814,S,PULASKI,RD,14,2:09 PM,2:19 PM,Closed,
20-03525906,"Tree Planting -
Green Streets",4820,S,PULASKI,RD,14,2:09 PM,2:21 PM,Closed,
20-03525911,"Tree Planting -
Green Streets",4822,S,PULASKI,RD,14,2:10 PM,2:22 PM,Closed,
20-03525918,"Tree Planting -
Green Streets",4824,S,PULASKI,RD,14,2:11 PM,2:24 PM,Closed,
20-03525923,"Tree Planting -
Green Streets",4846,S,PULASKI,RD,14,2:11 PM,2:26 PM,Closed,
20-03525926,"Tree Planting -
Green Streets",4900,S,PULASKI,RD,14,2:12 PM,2:29 PM,Closed,
20-03525932,"Tree Planting -
Green Streets",4915,S,PULASKI,RD,14,2:13 PM,2:30 PM,Closed,
20-03525935,"Tree Planting -
Green Streets",5108,S,PULASKI,RD,23,2:13 PM,2:39 PM,Closed,
20-03525938,"Tree Planting -
Green Streets",5114,S,PULASKI,RD,23,2:14 PM,2:40 PM,Closed,
20-03525943,"Tree Planting -
Green Streets",5129,S,PULASKI,RD,23,2:14 PM,2:43 PM,Closed,
20-03525989,"Tree Planting -
Green Streets",5133,S,PULASKI,RD,23,2:15 PM,2:45 PM,Closed,
20-03525992,"Tree Planting -
Green Streets",5137,S,PULASKI,RD,23,2:15 PM,2:46 PM,Closed,
20-03525996,"Tree Planting -
Green Streets",5232,S,PULASKI,RD,23,2:16 PM,2:48 PM,Closed,
20-03526005,"Tree Planting -
Green Streets",5241,S,PULASKI,RD,23,2:16 PM,2:50 PM,Closed,
20-03526012,"Tree Planting -
Green Streets",6239,S,PULASKI,RD,23,2:17 PM,11:28 AM,Closed,
20-03526016,"Tree Planting -
Green Streets",6337,S,PULASKI,RD,13,2:18 PM,11:31 AM,Closed,
20-03526023,"Tree Planting -
Green Streets",6349,S,PULASKI,RD,13,2:19 PM,11:37 AM,Closed,
20-03526028,"Tree Planting -
Green Streets",6501,S,PULASKI,RD,13,2:20 PM,11:40 AM,Closed,
20-03526030,"Tree Planting -
Green Streets",6607,S,PULASKI,RD,13,2:20 PM,11:41 AM,Closed,
20-03526034,"Tree Planting -
Green Streets",6625,S,PULASKI,RD,13,2:21 PM,11:43 AM,Closed,
20-03526036,"Tree Planting -
Green Streets",6628,S,PULASKI,RD,13,2:21 PM,11:46 AM,Closed,
20-03526045,"Tree Planting -
Green Streets",6639,S,PULASKI,RD,13,2:22 PM,11:49 AM,Closed,
20-03526055,"Tree Planting -
Green Streets",6640,S,PULASKI,RD,13,2:23 PM,11:50 AM,Closed,
20-03526057,"Tree Planting -
Green Streets",6649,S,PULASKI,RD,13,2:23 PM,11:51 AM,Closed,
20-03526060,"Tree Planting -
Green Streets",6802,S,PULASKI,RD,13,2:24 PM,11:53 AM,Closed,
20-03526067,"Tree Planting -
Green Streets",3606,W,MARQUETTE,RD,13,2:25 PM,3:29 PM,Closed,
20-03526075,"Tree Planting -
Green Streets",3625,W,MARQUETTE,RD,13,2:26 PM,3:31 PM,Closed,
20-03526077,"Tree Planting -
Green Streets",3631,W,MARQUETTE,RD,13,2:26 PM,3:32 PM,Closed,
20-03526080,"Tree Planting -
Green Streets",3632,W,MARQUETTE,RD,13,2:27 PM,3:34 PM,Closed,
20-03526087,"Tree Planting -
Green Streets",3638,W,MARQUETTE,RD,13,2:27 PM,3:40 PM,Closed,
20-03526089,"Tree Planting -
Green Streets",3704,W,MARQUETTE,RD,13,2:28 PM,3:53 PM,Closed,
20-03526092,"Tree Planting -
Green Streets",3707,W,MARQUETTE,RD,13,2:28 PM,3:54 PM,Closed,
20-03526096,"Tree Planting -
Green Streets",3729,W,MARQUETTE,RD,13,2:29 PM,3:55 PM,Closed,
20-03526098,"Tree Planting -
Green Streets",3749,W,MARQUETTE,RD,13,2:29 PM,3:56 PM,Closed,
20-03526103,"Tree Planting -
Green Streets",3955,W,MARQUETTE,RD,13,2:30 PM,3:58 PM,Closed,
20-03526106,"Tree Planting -
Green Streets",4100,W,MARQUETTE,RD,13,2:30 PM,4:02 PM,Closed,
20-03526110,"Tree Planting -
Green Streets",4211,W,MARQUETTE,RD,13,2:31 PM,4:06 PM,Closed,
20-03526114,"Tree Planting -
Green Streets",4349,W,MARQUETTE,RD,13,2:31 PM,4:07 PM,Closed,
20-03526117,"Tree Planting -
Green Streets",4407,W,MARQUETTE,RD,13,2:32 PM,11:23 AM,Closed,
20-03526162,"Tree Planting -
Green Streets",4409,W,MARQUETTE,RD,13,2:33 PM,11:24 AM,Closed,
20-03526167,"Tree Planting -
Green Streets",4525,W,MARQUETTE,RD,13,2:33 PM,11:27 AM,Closed,
20-03526172,"Tree Planting -
Green Streets",2406,W,FULLERTON,AVE,1,2:34 PM,3:27 PM,Closed,
20-03526181,"Tree Planting -
Green Streets",4739,S,ARCHER,AVE,14,2:35 PM,12:04 PM,Closed,
20-03526190,"Tree Planting -
Green Streets",4749,S,ARCHER,AVE,14,2:36 PM,12:07 PM,Closed,
20-03526192,"Tree Planting -
Green Streets",4753,S,ARCHER,AVE,14,2:37 PM,12:09 PM,Closed,
20-03526195,"Tree Planting -
Green Streets",4759,S,ARCHER,AVE,14,2:37 PM,12:15 PM,Closed,
20-03526200,"Tree Planting -
Green Streets",4817,S,ARCHER,AVE,14,2:38 PM,12:17 PM,Closed,
20-03526202,"Tree Planting -
Green Streets",5055,S,PULASKI,RD,14,2:39 PM,12:21 PM,Closed,
20-03526210,"Tree Planting -
Green Streets",5072,S,ARCHER,AVE,14,2:39 PM,3:39 PM,Closed,
20-03526216,"Tree Planting -
Green Streets",5236,S,ARCHER,AVE,14,2:40 PM,3:41 PM,Closed,
20-03526222,"Tree Planting -
Green Streets",5240,S,ARCHER,AVE,14,2:40 PM,12:23 PM,Closed,
20-03526225,"Tree Planting -
Green Streets",5259,S,ARCHER,AVE,23,2:41 PM,12:26 PM,Closed,
20-03533865,"Tree Planting -
Green Streets",235,E,103RD,ST,9,7:05 AM,1:14 PM,Closed,7D 2 OP
20-03533868,"Tree Planting -
Green Streets",520,W,103RD,ST,9,7:06 AM,1:32 PM,Closed,7D OP
20-03533870,"Tree Planting -
Green Streets",811,W,103RD,ST,34,7:06 AM,1:36 PM,Closed,7D OP
20-03533872,"Tree Planting -
Green Streets",18,W,107TH,ST,34,7:07 AM,2:57 PM,Closed,7D OP
20-03533873,"Tree Planting -
Green Streets",100,W,100TH,ST,9,7:08 AM,10:50 AM,Canceled,7D 4OP ON PERRY
20-03533874,"Tree Planting -
Green Streets",101,W,107TH,ST,34,7:09 AM,3:14 PM,Closed,7D 4 OP ON PERRY
20-03533876,"Tree Planting -
Green Streets",254,W,107TH,ST,34,7:11 AM,3:15 PM,Closed,7D OP
20-03533881,"Tree Planting -
Green Streets",433,E,111TH,ST,9,7:11 AM,3:46 PM,Closed,7D OP
20-03533883,"Tree Planting -
Green Streets",437,W,111TH,ST,34,7:13 AM,3:50 PM,Closed,7D OP
20-03533885,"Tree Planting -
Green Streets",1427,W,111TH,ST,34,7:13 AM,3:34 PM,Closed,7D OP
20-03533888,"Tree Planting -
Green Streets",211,E,115TH,ST,9,7:13 AM,3:37 PM,Closed,7D 2OP
20-03533890,"Tree Planting -
Green Streets",515,E,115TH,ST,9,7:14 AM,1:58 PM,Closed,7D OP
20-03533898,"Tree Planting -
Green Streets",537,E,115TH,ST,9,7:16 AM,3:49 PM,Closed,7D OP
20-03533930,"Tree Planting -
Green Streets",541,E,115TH,ST,9,7:26 AM,3:50 PM,Closed,7D OP
20-03533933,"Tree Planting -
Green Streets",570,E,115TH,ST,9,7:28 AM,3:49 PM,Closed,7D 2OP
20-03533936,"Tree Planting -
Green Streets",614,E,115TH,ST,9,7:29 AM,3:39 PM,Closed,7D OP
20-03533937,"Tree Planting -
Green Streets",1468,W,115TH,ST,34,7:29 AM,12:19 PM,Closed,7D OP
20-03533940,"Tree Planting -
Green Streets",1472,W,115TH,ST,34,7:30 AM,12:20 PM,Closed,7D OP
20-03533942,"Tree Planting -
Green Streets",1476,W,115TH,ST,34,7:30 AM,12:22 PM,Closed,7D OP
20-03533945,"Tree Planting -
Green Streets",10,W,119TH,ST,34,7:31 AM,11:41 AM,Closed,7D OP
20-03533948,"Tree Planting -
Green Streets",16,W,119TH,ST,34,7:32 AM,3:50 PM,Closed,7D OP
20-03533949,"Tree Planting -
Green Streets",36,W,119TH,ST,34,7:32 AM,3:52 PM,Closed,7D OP
20-03533950,"Tree Planting -
Green Streets",55,W,119TH,ST,9,7:33 AM,3:53 PM,Closed,7D 2OP
20-03533953,"Tree Planting -
Green Streets",113,W,119TH,ST,9,7:33 AM,11:43 AM,Closed,7D OP
20-03533955,"Tree Planting -
Green Streets",115,W,119TH,ST,9,7:34 AM,2:01 PM,Closed,7D OP
20-03533956,"Tree Planting -
Green Streets",136,W,119TH,ST,34,7:34 AM,11:48 AM,Closed,7D OP
20-03533961,"Tree Planting -
Green Streets",155,W,119TH,ST,9,7:35 AM,11:50 AM,Closed,7D OP
20-03533963,"Tree Planting -
Green Streets",157,W,119TH,ST,9,7:36 AM,2:55 PM,Closed,7D 4OP ON WENTWORTH
20-03533965,"Tree Planting -
Green Streets",204,W,119TH,ST,34,7:38 AM,3:54 PM,Closed,7D OP
20-03533966,"Tree Planting -
Green Streets",220,W,119TH,ST,34,7:38 AM,2:59 PM,Closed,7D OP
20-03533967,"Tree Planting -
Green Streets",413,W,119TH,ST,34,7:39 AM,12:01 PM,Closed,7D OP
20-03533969,"Tree Planting -
Green Streets",432,W,119TH,ST,34,7:40 AM,12:03 PM,Closed,7D OP
20-03533970,"Tree Planting -
Green Streets",434,W,119TH,ST,34,7:40 AM,12:05 PM,Closed,7D OP
20-03533974,"Tree Planting -
Green Streets",501,W,119TH,ST,34,7:41 AM,12:07 PM,Closed,2OP ON NORMAL
20-03533975,"Tree Planting -
Green Streets",604,W,119TH,ST,34,7:41 AM,3:15 PM,Closed,7D OP
20-03534016,"Tree Planting -
Green Streets",641,W,119TH,ST,34,7:54 AM,4:00 PM,Closed,7D OP
20-03534019,"Tree Planting -
Green Streets",722,W,119TH,ST,34,7:55 AM,12:21 PM,Closed,7D OP
20-03534023,"Tree Planting -
Green Streets",1248,W,119TH,ST,34,7:56 AM,12:55 PM,Closed,
20-03534072,"Tree Planting -
Green Streets",28,E,75TH,ST,6,8:11 AM,3:18 PM,Closed,7D OP
20-03534075,"Tree Planting -
Green Streets",44,E,75TH,ST,6,8:11 AM,3:57 PM,Closed,7D OP
20-03534076,"Tree Planting -
Green Streets",46,E,75TH,ST,6,8:12 AM,3:59 PM,Closed,7D OP
20-03534078,"Tree Planting -
Green Streets",50,E,75TH,ST,6,8:12 AM,4:00 PM,Closed,7D OP
20-03534081,"Tree Planting -
Green Streets",102,E,75TH,ST,6,8:13 AM,11:22 AM,Canceled,7D OP
20-03534085,"Tree Planting -
Green Streets",203,E,75TH,ST,6,8:13 AM,3:20 PM,Closed,7D OP
20-03534088,"Tree Planting -
Green Streets",409,E,75TH,ST,6,8:14 AM,3:24 PM,Closed,7D OP
20-03534143,"Tree Planting -
Green Streets",515,E,75TH,ST,6,8:32 AM,3:26 PM,Closed,7D OP
20-03534145,"Tree Planting -
Green Streets",521,E,75TH,ST,6,8:32 AM,4:01 PM,Closed,7D OP ON RHODES
20-03534155,"Tree Planting -
Green Streets",546,W,75TH,ST,6,8:33 AM,4:03 PM,Closed,7D OP
20-03534157,"Tree Planting -
Green Streets",659,E,75TH,ST,6,8:33 AM,4:04 PM,Closed,7D OP
20-03534162,"Tree Planting -
Green Streets",1533,E,75TH,ST,8,8:35 AM,2:09 PM,Closed,7D 2 OP
20-03534164,"Tree Planting -
Green Streets",1625,E,75TH,ST,8,8:35 AM,3:37 PM,Closed,7D OP
20-03534188,"Tree Planting -
Green Streets",1728,E,75TH,ST,8,8:42 AM,3:39 PM,Closed,7D OP
20-03534247,"Tree Planting -
Green Streets",2224,E,75TH,ST,7,8:57 AM,12:10 PM,Closed,7D OP
20-03534250,"Tree Planting -
Green Streets",2242,E,75TH,ST,7,8:58 AM,12:20 PM,Closed,7D OP
20-03534266,"Tree Planting -
Green Streets",2258,E,75TH,ST,7,9:01 AM,12:32 PM,Closed,7D OP
20-03534268,"Tree Planting -
Green Streets",2425,E,75TH,ST,7,9:01 AM,11:56 AM,Closed,7D 3OP ON PHILIPS
20-03534271,"Tree Planting -
Green Streets",2430,E,75TH,ST,7,9:02 AM,12:34 PM,Closed,7D 3OP
20-03534282,"Tree Planting -
Green Streets",2450,E,75TH,ST,7,9:04 AM,12:36 PM,Closed,7D OP
20-03534285,"Tree Planting -
Green Streets",2453,E,75TH,ST,7,9:04 AM,12:42 PM,Closed,7D OP
20-03534298,"Tree Planting -
Green Streets",2528,E,75TH,ST,7,9:06 AM,12:51 PM,Closed,7D OP
20-03534300,"Tree Planting -
Green Streets",2543,E,75TH,ST,7,9:06 AM,12:52 PM,Closed,7D OP
20-03534305,"Tree Planting -
Green Streets",2649,E,75TH,ST,7,9:08 AM,12:54 PM,Closed,7D OP
20-03534309,"Tree Planting -
Green Streets",2740,E,75TH,ST,7,9:08 AM,12:55 PM,Closed,7D OP
20-03534311,"Tree Planting -
Green Streets",143,W,75TH,ST,6,9:09 AM,4:07 PM,Closed,7D OP
20-03534320,"Tree Planting -
Green Streets",311,E,79TH,ST,6,9:10 AM,4:09 PM,Closed,7D OP
20-03534324,"Tree Planting -
Green Streets",489,E,79TH,ST,6,9:11 AM,4:10 PM,Closed,7D OP
20-03534327,"Tree Planting -
Green Streets",841,E,79TH,ST,8,9:11 AM,3:41 PM,Closed,7D OP
20-03534334,"Tree Planting -
Green Streets",856,E,79TH,ST,8,9:12 AM,3:43 PM,Closed,7D OP
20-03534336,"Tree Planting -
Green Streets",933,E,79TH,ST,8,9:13 AM,3:54 PM,Closed,7D OP
20-03534339,"Tree Planting -
Green Streets",955,E,79TH,ST,8,9:13 AM,4:12 PM,Closed,7D 2OP
20-03534345,"Tree Planting -
Green Streets",1064,E,79TH,ST,8,9:14 AM,4:15 PM,Closed,7D OP
20-03534359,"Tree Planting -
Green Streets",1302,E,79TH,ST,8,9:15 AM,4:16 PM,Closed,7D OP
20-03534370,"Tree Planting -
Green Streets",1316,E,79TH,ST,8,9:17 AM,3:57 PM,Closed,7D 4OP
20-03534373,"Tree Planting -
Green Streets",1433,E,79TH,ST,8,9:18 AM,12:40 PM,Closed,7D OP
20-03534376,"Tree Planting -
Green Streets",1822,E,79TH,ST,8,9:18 AM,3:53 PM,Closed,7D OP
20-03534388,"Tree Planting -
Green Streets",2035,E,79TH,ST,8,9:20 AM,3:54 PM,Closed,7D OP
20-03534391,"Tree Planting -
Green Streets",2459,E,79TH,ST,7,9:20 AM,3:57 PM,Closed,7D 2OP
20-03534441,"Tree Planting -
Green Streets",2521,E,79TH,ST,7,9:21 AM,4:00 PM,Closed,7D OP
20-03534445,"Tree Planting -
Green Streets",2524,E,79TH,ST,7,9:22 AM,4:04 PM,Closed,7D OP ON SIDE
20-03534448,"Tree Planting -
Green Streets",2710,E,79TH,ST,7,9:22 AM,4:04 PM,Closed,7D 2OP ON MARQUETTE
20-03534453,"Tree Planting -
Green Streets",2712,E,79TH,ST,7,9:23 AM,4:05 PM,Closed,7D 2OP
20-03534455,"Tree Planting -
Green Streets",2713,E,79TH,ST,7,9:24 AM,4:07 PM,Closed,7D OP
20-03534463,"Tree Planting -
Green Streets",2759,E,79TH,ST,7,9:26 AM,4:10 PM,Closed,7D OP
20-03534651,"Tree Planting -
Green Streets",859,W,79TH,ST,17,9:50 AM,4:13 PM,Closed,7d op on peoria
20-03534654,"Tree Planting -
Green Streets",1455,W,79TH,ST,17,9:51 AM,4:14 PM,Closed,7D OP
