sr_number,type,raw_location,area,created_date,activity_date,status,group,description,address,ward
16-02650730,Tree Planting - Green Streets,"853 S WABASH AVE , CHICAGO, IL, 60605 COOK",4-Ward,"Apr 19, 2016 09:20 AM","MAY 04, 2016 10:09 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 04ZE,853 S WABASH AVE,4-Ward
16-02650753,Tree Planting - Green Streets,"854 S WABASH AVE , CHICAGO, IL, 60605 COOK",4-Ward,"Apr 19, 2016 09:20 AM","MAY 04, 2016 10:09 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 04ZE,854 S WABASH AVE,4-Ward
16-02650772,Tree Planting - Green Streets,"906 S WABASH AVE , CHICAGO, IL, 60605 COOK",4-Ward,"Apr 19, 2016 09:20 AM","MAY 04, 2016 10:10 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 04ZE,906 S WABASH AVE,4-Ward
16-02650799,Tree Planting - Green Streets,"219 W WASHINGTON ST , CHICAGO, IL, 60606 COOK",42-Ward,"Apr 19, 2016 09:21 AM","APR 27, 2016 10:34 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 07CC,219 W WASHINGTON ST,42-Ward
16-02650836,Tree Planting - Green Streets,"1005 W WASHINGTON BLVD , 25-Ward CHICAGO, IL, 60607 COOK",,"Apr 19, 2016 09:21 AM","APR 25, 2016 10:35 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 07CK,1005 W WASHINGTON BLVD,25-Ward
16-02652953,Tree Planting - Green Streets,"660 N OGDEN AVE , CHICAGO, IL, 27-Ward 60642 COOK",,"Apr 19, 2016 10:23 AM","APR 08, 2016 10:24 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 25ZE,660 N OGDEN AVE,27-Ward
16-02652974,Tree Planting - Green Streets,"1056 W FRY ST , CHICAGO, IL, 27-Ward 60642 COOK",,"Apr 19, 2016 10:24 AM","APR 08, 2016 10:26 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 01ZF,1056 W FRY ST,27-Ward
16-02652979,Tree Planting - Green Streets,"5 W POLK ST , CHICAGO, IL, 60605 4-Ward COOK",,"Apr 19, 2016 10:25 AM","APR 13, 2016 10:25 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 04ZE,5 W POLK ST,4-Ward
16-02653018,Tree Planting - Green Streets,"520 S STATE ST , CHICAGO, IL, 4-Ward 60605 COOK",,"Apr 19, 2016 10:27 AM","APR 13, 2016 10:28 AM",Completed,Bureau of Forestry - Green Streets,3 - Existing Cut Outs - 7D - 25ZE,520 S STATE ST,4-Ward
16-02653036,Tree Planting - Green Streets,"522 S STATE ST , CHICAGO, IL, 4-Ward 60605 COOK",,"Apr 19, 2016 10:29 AM","APR 13, 2016 10:29 AM",Completed,Bureau of Forestry - Green Streets,3 - Existing Cut Outs - 7D - 06ZB,522 S STATE ST,4-Ward
16-02653101,Tree Planting - Green Streets,"805 S STATE ST , CHICAGO, IL, 4-Ward 60605 COOK",,"Apr 19, 2016 10:31 AM","APR 13, 2016 10:31 AM",Completed,Bureau of Forestry - Green Streets,4 - Existing Cut Outs - 7D - 04ZE,805 S STATE ST,4-Ward
16-02653246,Tree Planting - Green Streets,"825 S STATE ST , CHICAGO, IL, 4-Ward 60605 COOK",,"Apr 19, 2016 10:34 AM","APR 13, 2016 10:35 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 25ZE,825 S STATE ST,4-Ward
16-02653258,Tree Planting - Green Streets,"1243 S WABASH AVE , CHICAGO, IL, 3-Ward 60605 COOK",,"Apr 19, 2016 10:35 AM","APR 13, 2016 10:35 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 25ZE,1243 S WABASH AVE,3-Ward
16-02653281,Tree Planting - Green Streets,"2430 N WESTERN AVE , CHICAGO, 1-Ward IL, 60647 COOK",,"Apr 19, 2016 10:36 AM","APR 16, 2016 10:36 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 13ZG,2430 N WESTERN AVE,1-Ward
16-02653306,Tree Planting - Green Streets,"2439 N WESTERN AVE , CHICAGO, 1-Ward IL, 60647 COOK",,"Apr 19, 2016 10:37 AM","APR 16, 2016 10:38 AM",Completed,Bureau of Forestry - Green Streets,2 - Existing Cut Outs - 7D - 10ZC,2439 N WESTERN AVE,1-Ward
16-02653315,Tree Planting - Green Streets,"2440 N WESTERN AVE , CHICAGO, 1-Ward IL, 60647 COOK",,"Apr 19, 2016 10:38 AM","APR 16, 2016 10:38 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 25ZE,2440 N WESTERN AVE,1-Ward
16-02653328,Tree Planting - Green Streets,"2448 N WESTERN AVE , CHICAGO, 1-Ward IL, 60647 COOK",,"Apr 19, 2016 10:39 AM","APR 16, 2016 10:39 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 13ZG,2448 N WESTERN AVE,1-Ward
16-02653338,Tree Planting - Green Streets,"2600 N WESTERN AVE , CHICAGO, 32-Ward IL, 60647 COOK",,"Apr 19, 2016 10:39 AM","APR 16, 2016 10:40 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 21BA,2600 N WESTERN AVE,32-Ward
16-02653886,Tree Planting - Green Streets,"2627 N WESTERN AVE , CHICAGO, IL, 60647 COOK",32-Ward,"Apr 19, 2016 10:54 AM","APR 16, 2016 10:55 AM",Completed,Bureau of Forestry - Green Streets,2 - Existing Cut Outs - 7d - 13zg,2627 N WESTERN AVE,32-Ward
16-02653897,Tree Planting - Green Streets,"2733 N WESTERN AVE , CHICAGO, IL, 60647 COOK",32-Ward,"Apr 19, 2016 10:55 AM","APR 16, 2016 10:55 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 13ZG,2733 N WESTERN AVE,32-Ward
16-02653909,Tree Planting - Green Streets,"2901 N WESTERN AVE , CHICAGO, IL, 60618 COOK",32-Ward,"Apr 19, 2016 10:56 AM","FEB 28, 2017 12:38 PM",Completed,Bureau of Forestry - Green Streets,2 - Existing Cut Outs - 7D - 25ZE,2901 N WESTERN AVE,32-Ward
16-02653923,Tree Planting - Green Streets,"2915 N WESTERN AVE , CHICAGO, IL, 60618 COOK",32-Ward,"Apr 19, 2016 10:56 AM","FEB 28, 2017 12:38 PM",Completed,Bureau of Forestry - Green Streets,1 - 7D - 10ZC - Existing Cut Outs,2915 N WESTERN AVE,32-Ward
16-02706858,Tree Planting - Green Streets,"4414 N CLARK ST , CHICAGO, IL, 60640 COOK",47-Ward,"Apr 21, 2016 08:48 AM","APR 26, 2016 08:12 AM",Completed,Bureau of Forestry - Green Streets,AR - 2 - Existing Cut Outs - 7D,4414 N CLARK ST,47-Ward
16-02706872,Tree Planting - Green Streets,"4422 N CLARK ST , CHICAGO, IL, 60640 COOK",47-Ward,"Apr 21, 2016 08:48 AM","APR 26, 2016 08:12 AM",Completed,Bureau of Forestry - Green Streets,AR - 3 - Existing Cut Outs - 7D,4422 N CLARK ST,47-Ward
16-02706879,Tree Planting - Green Streets,"4430 N CLARK ST , CHICAGO, IL, 60640 COOK",47-Ward,"Apr 21, 2016 08:49 AM","APR 26, 2016 08:13 AM",Completed,Bureau of Forestry - Green Streets,AR - 3 - Existing Cut Outs - 7D,4430 N CLARK ST,47-Ward
16-02710472,Tree Planting - Green Streets,"481 S STATE ST , CHICAGO, IL, 60605 COOK",4-Ward,"Apr 21, 2016 11:12 AM","JUN 03, 2016 09:54 AM",Completed,Bureau of Forestry - Green Streets,LOOP - 3 - Dirt Parkway - 7D - ULMUS,481 S STATE ST,4-Ward
16-02742253,Tree Planting - Green Streets,"148 N STATE ST , CHICAGO, IL, 60602 COOK",42-Ward,"Apr 22, 2016 01:16 PM","MAY 16, 2016 09:52 AM",Completed,Bureau of Forestry - Green Streets,LOOP - 1 - Dirt Parkway - 7D - 25ZE,148 N STATE ST,42-Ward
16-02742273,Tree Planting - Green Streets,"2045 W WASHINGTON BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Apr 22, 2016 01:17 PM","APR 26, 2016 10:36 AM",Completed,Bureau of Forestry - Green Streets,2FM FUNDED - 2 - Existing Cut Outs - 7D - 04ZE,2045 W WASHINGTON BLVD,27-Ward
16-02742553,Tree Planting - Green Streets,"307 W MONROE ST , CHICAGO, IL, 60606 COOK",42-Ward,"Apr 22, 2016 01:19 PM","MAY 04, 2016 09:10 AM",Completed,Bureau of Forestry - Green Streets,LOOP - 1 - Existing Cut Outs - 7D - 01ZF,307 W MONROE ST,42-Ward
16-05601375,Tree Planting - Green Streets,"3026 W MONTROSE AVE , CHICAGO, IL, 60618 COOK",33-Ward,"Aug 08, 2016 02:10 PM","AUG 29, 2016 03:57 PM",Completed,Bureau of Forestry - Green Streets,AR - 3 - Existing Cut Outs - 7d - TILIA,3026 W MONTROSE AVE,33-Ward
16-05601387,Tree Planting - Green Streets,"3311 W IRVING PARK RD , CHICAGO, IL, 60618 COOK",33-Ward,"Aug 08, 2016 02:10 PM","OCT 19, 2016 08:47 AM",Completed,Bureau of Forestry - Green Streets,AR - 3 - Existing Cut Outs - 7D - ULMUS,3311 W IRVING PARK RD,33-Ward
16-06574054,Tree Planting - Green Streets,"3257 N HALSTED ST , CHICAGO, IL, 60657 COOK",44-Ward,"Sep 16, 2016 03:07 PM","SEP 30, 2016 08:26 AM",Completed,Bureau of Forestry - Green Streets,ON ALDINE - 1 - New Concrete(Season Of Plant) - 7D - 32BD,3257 N HALSTED ST,44-Ward
16-07932676,Tree Planting - Green Streets,"328 W DICKENS AVE , CHICAGO, IL, 60614 COOK",43-Ward,"Nov 21, 2016 10:01 AM","OCT 19, 2016 10:02 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - KCT,328 W DICKENS AVE,43-Ward
16-07932717,Tree Planting - Green Streets,"153 W HUBBARD ST , CHICAGO, IL, 60654 COOK",42-Ward,"Nov 21, 2016 10:04 AM","MAY 16, 2016 08:42 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - KCT,153 W HUBBARD ST,42-Ward
16-07932740,Tree Planting - Green Streets,"1515 W 17TH ST , CHICAGO, IL, 60608 COOK",25-Ward,"Nov 21, 2016 10:06 AM","APR 06, 2016 10:06 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - GINKGO,1515 W 17TH ST,25-Ward
16-07932762,Tree Planting - Green Streets,"1531 W 18TH PL , CHICAGO, IL, 60608 COOK",25-Ward,"Nov 21, 2016 10:07 AM","APR 06, 2016 10:07 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - GINKGO,1531 W 18TH PL,25-Ward
16-07932839,Tree Planting - Green Streets,"551 W 18TH ST , CHICAGO, IL, 60616 COOK",11-Ward,"Nov 21, 2016 10:09 AM","FEB 28, 2017 12:39 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - KCT,551 W 18TH ST,11-Ward
16-07932863,Tree Planting - Green Streets,"818 W 18TH ST , CHICAGO, IL, 60608 COOK",11-Ward,"Nov 21, 2016 10:09 AM","APR 06, 2016 10:09 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - GINKGO,818 W 18TH ST,11-Ward
16-07932909,Tree Planting - Green Streets,"826 W 18TH ST , CHICAGO, IL, 60608 COOK",25-Ward,"Nov 21, 2016 10:10 AM","APR 06, 2016 10:11 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - GINKGO,826 W 18TH ST,25-Ward
16-07932978,Tree Planting - Green Streets,"939 W 18TH ST , CHICAGO, IL, 60608 COOK",25-Ward,"Nov 21, 2016 10:11 AM","APR 06, 2016 10:12 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - GINKGO,939 W 18TH ST,25-Ward
16-07933022,Tree Planting - Green Streets,"957 W 18TH ST , CHICAGO, IL, 60608 COOK",25-Ward,"Nov 21, 2016 10:12 AM","APR 06, 2016 10:13 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - GINKGO,957 W 18TH ST,25-Ward
16-07933426,Tree Planting - Green Streets,"1037 W 18TH ST , CHICAGO, IL, 60608 COOK",25-Ward,"Nov 21, 2016 10:34 AM","APR 06, 2016 10:34 AM",Completed,Bureau of Forestry - Green Streets,2 - Existing Cut Outs - 7D - GINKGO,1037 W 18TH ST,25-Ward
16-07933453,Tree Planting - Green Streets,"1518 W 18TH ST , CHICAGO, IL, 60608 COOK",25-Ward,"Nov 21, 2016 10:35 AM","APR 06, 2016 10:35 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - GINKGO,1518 W 18TH ST,25-Ward
16-07933510,Tree Planting - Green Streets,"1519 W 18TH ST , CHICAGO, IL, 60608 COOK",25-Ward,"Nov 21, 2016 10:36 AM","APR 06, 2016 10:36 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - GINKGO,1519 W 18TH ST,25-Ward
16-07933526,Tree Planting - Green Streets,"1636 W 18TH ST , CHICAGO, IL, 25-Ward 60608 COOK",,"Nov 21, 2016 10:37 AM","APR 06, 2016 10:37 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - CELTIS,1636 W 18TH ST,25-Ward
16-07933545,Tree Planting - Green Streets,"1940 W 18TH ST , CHICAGO, IL, 25-Ward 60608 COOK",,"Nov 21, 2016 10:38 AM","APR 06, 2016 10:38 AM",Completed,Bureau of Forestry - Green Streets,3 - Existing Cut Outs - 7D - GLEDITSIA,1940 W 18TH ST,25-Ward
16-07933552,Tree Planting - Green Streets,"1016 W 19TH ST , CHICAGO, IL, 25-Ward 60608 COOK",,"Nov 21, 2016 10:39 AM","APR 06, 2016 10:39 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - GINKGO,1016 W 19TH ST,25-Ward
16-07933566,Tree Planting - Green Streets,"940 W 21ST ST , CHICAGO, IL, 60608 25-Ward COOK",,"Nov 21, 2016 10:40 AM","APR 06, 2016 10:40 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - GINKGO,940 W 21ST ST,25-Ward
16-07933597,Tree Planting - Green Streets,"253 W 23RD ST , CHICAGO, IL, 25-Ward 60616 COOK",,"Nov 21, 2016 10:42 AM","APR 06, 2016 10:42 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - ALNUS,253 W 23RD ST,25-Ward
16-07933659,Tree Planting - Green Streets,"1035 W 31ST ST , CHICAGO, IL, 11-Ward 60608 COOK",,"Nov 21, 2016 10:45 AM","APR 07, 2016 10:45 AM",Completed,Bureau of Forestry - Green Streets,1` - 1 - Existing Cut Outs - 7D - CELTIS,1035 W 31ST ST,11-Ward
16-07933899,Tree Planting - Green Streets,"1038 W 31ST ST , CHICAGO, IL, 11-Ward 60608 COOK",,"Nov 21, 2016 10:58 AM","APR 07, 2016 10:58 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7d - alnus,1038 W 31ST ST,11-Ward
16-07933946,Tree Planting - Green Streets,"1040 W 31ST ST , CHICAGO, IL, 11-Ward 60608 COOK",,"Nov 21, 2016 11:00 AM","APR 07, 2016 11:00 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - GINKGO,1040 W 31ST ST,11-Ward
16-07933953,Tree Planting - Green Streets,"919 W 31ST ST , CHICAGO, IL, 60608 11-Ward COOK",,"Nov 21, 2016 11:01 AM","APR 07, 2016 11:01 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - CELTIS,919 W 31ST ST,11-Ward
16-07933971,Tree Planting - Green Streets,"833 W 31ST ST , CHICAGO, IL, 60608 11-Ward COOK",,"Nov 21, 2016 11:02 AM","APR 07, 2016 11:04 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7d - GINKGO,833 W 31ST ST,11-Ward
16-07934020,Tree Planting - Green Streets,"825 W 31ST ST , CHICAGO, IL, 60608 11-Ward COOK",,"Nov 21, 2016 11:05 AM","NOV 21, 2016 11:05 AM",Completed,Bureau of Forestry - Green Streets,,825 W 31ST ST,11-Ward
16-07935758,Tree Planting - Green Streets,"747 W 31ST ST , CHICAGO, IL, 60616 11-Ward COOK",,"Nov 21, 2016 12:29 PM","APR 07, 2016 12:29 PM",Completed,Bureau of Forestry - Green Streets,2 - Existing Cut Outs - 7d - QUERCUS,747 W 31ST ST,11-Ward
16-07935813,Tree Planting - Green Streets,"739 W 31ST ST , CHICAGO, IL, 60616 11-Ward COOK",,"Nov 21, 2016 12:30 PM","APR 07, 2016 12:30 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - CELTIS,739 W 31ST ST,11-Ward
16-07935836,Tree Planting - Green Streets,"740 W 31ST ST , CHICAGO, IL, 60616 11-Ward COOK",,"Nov 21, 2016 12:32 PM","APR 07, 2016 12:33 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - GINKGO,740 W 31ST ST,11-Ward
16-07935885,Tree Planting - Green Streets,"621 W 31ST ST , CHICAGO, IL, 60616 11-Ward COOK",,"Nov 21, 2016 12:34 PM","NOV 21, 2016 12:34 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D,621 W 31ST ST,11-Ward
16-07935897,Tree Planting - Green Streets,"453 W 31ST ST , CHICAGO, IL, 60616 11-Ward COOK",,"Nov 21, 2016 12:35 PM","APR 07, 2016 12:35 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - GINKGO,453 W 31ST ST,11-Ward
16-07936379,Tree Planting - Green Streets,"241 W 31ST ST , CHICAGO, IL, 60616 11-Ward COOK",,"Nov 21, 2016 01:01 PM","APR 07, 2016 01:01 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7d - CELTIS,241 W 31ST ST,11-Ward
16-07936389,Tree Planting - Green Streets,"660 N OGDEN AVE , CHICAGO, IL, 27-Ward 60642 COOK",,"Nov 21, 2016 01:02 PM","APR 08, 2016 01:02 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - KCT,660 N OGDEN AVE,27-Ward
16-07936470,Tree Planting - Green Streets,"1056 W FRY ST , CHICAGO, IL, 27-Ward 60642 COOK",,"Nov 21, 2016 01:06 PM","APR 08, 2016 01:06 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - ULMUS,1056 W FRY ST,27-Ward
16-07936517,Tree Planting - Green Streets,"1135 W CHICAGO AVE , CHICAGO, 27-Ward IL, 60642 COOK",,"Nov 21, 2016 01:09 PM","APR 08, 2016 01:11 PM",Completed,Bureau of Forestry - Green Streets,2 - Existing Cut Outs - 7D - KCT,1135 W CHICAGO AVE,27-Ward
16-07936576,Tree Planting - Green Streets,"1819 W CHICAGO AVE , CHICAGO, 1-Ward IL, 60622 COOK",,"Nov 21, 2016 01:12 PM","APR 08, 2016 01:12 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - GINKGO,1819 W CHICAGO AVE,1-Ward
16-07936597,Tree Planting - Green Streets,"1829 W CHICAGO AVE , CHICAGO, 1-Ward IL, 60622 COOK",,"Nov 21, 2016 01:13 PM","APR 08, 2016 01:13 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - ALNUS,1829 W CHICAGO AVE,1-Ward
16-07936611,Tree Planting - Green Streets,"1851 W CHICAGO AVE , CHICAGO, 1-Ward IL, 60622 COOK",,"Nov 21, 2016 01:14 PM","APR 08, 2016 01:14 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 2 - CATALPA,1851 W CHICAGO AVE,1-Ward
16-07936656,Tree Planting - Green Streets,"1859 W CHICAGO AVE , CHICAGO, 1-Ward IL, 60622 COOK",,"Nov 21, 2016 01:17 PM","APR 08, 2016 01:18 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - GINKGO,1859 W CHICAGO AVE,1-Ward
16-07936685,Tree Planting - Green Streets,"1905 W CHICAGO AVE , CHICAGO, 1-Ward IL, 60622 COOK",,"Nov 21, 2016 01:18 PM","APR 08, 2016 01:19 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - ALNUS,1905 W CHICAGO AVE,1-Ward
16-07936920,Tree Planting - Green Streets,"2343 W CHICAGO AVE , CHICAGO, 1-Ward IL, 60622 COOK",,"Nov 21, 2016 01:33 PM","APR 08, 2016 01:33 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7d - GLEDITSIA,2343 W CHICAGO AVE,1-Ward
16-07937171,Tree Planting - Green Streets,"4531 N BROADWAY , CHICAGO, IL, 46-Ward 60640 COOK",,"Nov 21, 2016 01:48 PM","OCT 14, 2016 01:48 PM",Completed,Bureau of Forestry - Green Streets,2 - Existing Cut Outs - 7D - GLEDITSIA,4531 N BROADWAY,46-Ward
16-07937180,Tree Planting - Green Streets,"4536 N BROADWAY , CHICAGO, IL, 46-Ward 60640 COOK",,"Nov 21, 2016 01:49 PM","OCT 14, 2016 01:49 PM",Completed,Bureau of Forestry - Green Streets,2 - Existing Cut Outs - 7D - GLEDITSIA,4536 N BROADWAY,46-Ward
16-07937190,Tree Planting - Green Streets,"159 N CARPENTER ST , CHICAGO, 27-Ward IL, 60607 COOK",,"Nov 21, 2016 01:50 PM","APR 25, 2016 01:50 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - KCT,159 N CARPENTER ST,27-Ward
16-07937365,Tree Planting - Green Streets,"2650 N CLARK ST , CHICAGO, IL, 43-Ward 60614 COOK",,"Nov 21, 2016 02:01 PM","OCT 25, 2016 02:01 PM",Completed,Bureau of Forestry - Green Streets,3 - Existing Cut Outs - 7D - ULMUS,2650 N CLARK ST,43-Ward
16-07937535,Tree Planting - Green Streets,"2503 N CLARK ST , CHICAGO, IL, 60614 COOK",43-Ward,"Nov 21, 2016 02:09 PM","OCT 20, 2016 02:10 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - QUERCUS,2503 N CLARK ST,43-Ward
16-07937552,Tree Planting - Green Streets,"2531 N CLARK ST , CHICAGO, IL, 60614 COOK",43-Ward,"Nov 21, 2016 02:11 PM","OCT 20, 2016 02:11 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - QUERCUS,2531 N CLARK ST,43-Ward
16-07937569,Tree Planting - Green Streets,"2581 N CLARK ST , CHICAGO, IL, 60614 COOK",43-Ward,"Nov 21, 2016 02:12 PM","OCT 20, 2016 02:12 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - QUERCUS,2581 N CLARK ST,43-Ward
16-07937589,Tree Planting - Green Streets,"2628 N CLARK ST , CHICAGO, IL, 60614 COOK",43-Ward,"Nov 21, 2016 02:13 PM","OCT 20, 2016 02:13 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - ULMUS,2628 N CLARK ST,43-Ward
16-07937607,Tree Planting - Green Streets,"2661 N CLARK ST , CHICAGO, IL, 60614 COOK",43-Ward,"Nov 21, 2016 02:16 PM","OCT 20, 2016 02:16 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - QUERCUS,2661 N CLARK ST,43-Ward
16-07937621,Tree Planting - Green Streets,"2737 N CLARK ST , CHICAGO, IL, 60614 COOK",43-Ward,"Nov 21, 2016 02:17 PM","OCT 20, 2016 02:17 PM",Completed,Bureau of Forestry - Green Streets,Existing Cut Outs - 7D - QUERCUS - 3,2737 N CLARK ST,43-Ward
16-07937667,Tree Planting - Green Streets,"1344 W CULLERTON ST , CHICAGO, IL, 60608 COOK",25-Ward,"Nov 21, 2016 02:19 PM","APR 23, 2016 02:19 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - GINKGO,1344 W CULLERTON ST,25-Ward
16-08271678,Tree Planting - Green Streets,"1843 W GRAND AVE , CHICAGO, IL, 60622 COOK",27-Ward,"Dec 12, 2016 08:25 AM","APR 25, 2016 08:25 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 13ZG,1843 W GRAND AVE,27-Ward
16-08271768,Tree Planting - Green Streets,"1700 S HALSTED ST , CHICAGO, IL, 60608 COOK",11-Ward,"Dec 12, 2016 08:32 AM","APR 12, 2016 08:32 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 01ZF,1700 S HALSTED ST,11-Ward
16-08271998,Tree Planting - Green Streets,"6 S LAFLIN ST , CHICAGO, IL, 60607 COOK",28-Ward,"Dec 12, 2016 08:50 AM","MAY 27, 2016 08:50 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 06ZB,6 S LAFLIN ST,28-Ward
16-08272096,Tree Planting - Green Streets,"640 N LA SALLE DR , CHICAGO, IL, 60654 COOK",42-Ward,"Dec 12, 2016 08:59 AM","MAY 27, 2016 08:59 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 01ZF,640 N LA SALLE DR,42-Ward
16-08272105,Tree Planting - Green Streets,"1300 W JACKSON BLVD , CHICAGO, IL, 60607 COOK",27-Ward,"Dec 12, 2016 09:00 AM","OCT 20, 2016 09:00 AM",Completed,Bureau of Forestry - Green Streets,6 - Dirt Parkway - 7D - 01ZF,1300 W JACKSON BLVD,27-Ward
16-08272293,Tree Planting - Green Streets,"230 E OHIO ST , CHICAGO, IL, 60611 COOK",42-Ward,"Dec 12, 2016 09:18 AM","MAY 16, 2016 09:18 AM",Completed,Bureau of Forestry - Green Streets,4 - Dirt Parkway - 7D - 25ZE,230 E OHIO ST,42-Ward
16-08272501,Tree Planting - Green Streets,"1380 W RANDOLPH ST , CHICAGO, IL, 60607 COOK",27-Ward,"Dec 12, 2016 09:31 AM","MAY 16, 2016 09:32 AM",Completed,Bureau of Forestry - Green Streets,3 - Existing Cut Outs - 7D - 04ZE,1380 W RANDOLPH ST,27-Ward
16-08272545,Tree Planting - Green Streets,"52 E ROOSEVELT RD , CHICAGO, IL, 4-Ward 60605 COOK",,"Dec 12, 2016 09:34 AM","APR 28, 2016 09:34 AM",Completed,Bureau of Forestry - Green Streets,2 - Existing Cut Outs - MEDIAN - 7D - 01ZF,52 E ROOSEVELT RD,4-Ward
16-08272646,Tree Planting - Green Streets,"737 W ROSCOE ST , CHICAGO, IL, 44-Ward 60657 COOK",,"Dec 12, 2016 09:39 AM","OCT 10, 2016 09:39 AM",Completed,Bureau of Forestry - Green Streets,2 - Existing Cut Outs - 7D - 01ZF,737 W ROSCOE ST,44-Ward
16-08272703,Tree Planting - Green Streets,"3812 N SACRAMENTO AVE , 33-Ward CHICAGO, IL, 60618 COOK",,"Dec 12, 2016 09:43 AM","OCT 14, 2016 09:44 AM",Completed,Bureau of Forestry - Green Streets,1 - Dirt Parkway - 7D - LIRIODENDRON,3812 N SACRAMENTO AVE,33-Ward
16-08272715,Tree Planting - Green Streets,"3839 N SACRAMENTO AVE , 33-Ward CHICAGO, IL, 60618 COOK",,"Dec 12, 2016 09:44 AM","OCT 14, 2016 09:45 AM",Completed,Bureau of Forestry - Green Streets,1 - Dirt Parkway - 7D - LIRIODENDRON,3839 N SACRAMENTO AVE,33-Ward
